features,feature_count,cv_auc
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_raw_cosine, diagnose_final_cosine",4,0.8311629811629812
"fragments_score, fragments_coverage, diagnose_raw_cosine, diagnose_area_covered",4,0.8311220311220311
"fragments_pc_missing_peaks, fragments_unexplained, diagnose_raw_cosine, diagnose_isodec_css",4,0.830999180999181
"fragments_coverage, diagnose_raw_cosine",2,0.830958230958231
"fragments_rawcos, fragments_coverage, diagnose_raw_cosine",3,0.830958230958231
"fragments_fit_score, fragments_score, fragments_coverage, diagnose_top_peaks",4,0.830937755937756
"fragments_pc_missing_peaks, diagnose_raw_cosine, diagnose_isodec_css",3,0.8308353808353809
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_raw_cosine, diagnose_isodec_css",4,0.8307944307944308
"fragments_pc_missing_peaks, diagnose_raw_cosine, diagnose_final_cosine, diagnose_area_covered",4,0.8307125307125307
"fragments_coverage, diagnose_isodec_css, diagnose_top_peaks",3,0.8306715806715806
"fragments_fit_score, fragments_rawcos, diagnose_area_covered, diagnose_top_peaks",4,0.8306715806715806
"fragments_fit_score, fragments_score, fragments_correlation, diagnose_area_covered",4,0.8306715806715806
"fragments_rawcos, fragments_coverage, diagnose_isodec_css, diagnose_top_peaks",4,0.8306715806715806
"fragments_fit_score, fragments_correlation, diagnose_area_covered",3,0.8305896805896806
"fragments_fit_score, fragments_correlation, fragments_css, diagnose_area_covered",4,0.8305487305487306
"fragments_fit_score, fragments_correlation, fragments_unexplained, diagnose_area_covered",4,0.8305487305487306
"fragments_pc_missing_peaks, fragments_css, fragments_coverage, diagnose_raw_cosine",4,0.8305487305487306
"fragments_fit_score, fragments_rawcos, fragments_pc_missing_peaks, diagnose_area_covered",4,0.8303030303030303
"fragments_pc_missing_peaks, diagnose_raw_cosine, diagnose_area_covered",3,0.8302211302211302
"fragments_pc_missing_peaks, fragments_coverage, diagnose_raw_cosine, diagnose_area_covered",4,0.8302211302211302
"fragments_pc_missing_peaks, diagnose_raw_cosine",2,0.8301801801801801
"fragments_score, diagnose_isodec_css",2,0.8301801801801801
"fragments_score, diagnose_isodec_css, diagnose_area_covered",3,0.8301801801801801
"fragments_score, fragments_css, diagnose_isodec_css",3,0.8301801801801801
"fragments_score, fragments_unexplained, diagnose_isodec_css",3,0.8301801801801801
"fragments_pc_missing_peaks, fragments_coverage, diagnose_raw_cosine, diagnose_final_cosine",4,0.8301801801801801
"fragments_score, fragments_css, diagnose_isodec_css, diagnose_area_covered",4,0.8301801801801801
"fragments_score, fragments_css, fragments_unexplained, diagnose_isodec_css",4,0.8301801801801801
"fragments_score, fragments_unexplained, diagnose_isodec_css, diagnose_area_covered",4,0.8301801801801801
"fragments_score, fragments_rawcos, diagnose_isodec_css",3,0.8300573300573301
"fragments_fit_score, fragments_correlation, fragments_coverage, diagnose_area_covered",4,0.8300573300573301
"fragments_pc_missing_peaks, fragments_unexplained, diagnose_raw_cosine, diagnose_final_cosine",4,0.8300573300573301
"fragments_score, fragments_rawcos, diagnose_isodec_css, diagnose_area_covered",4,0.8300573300573301
"fragments_score, fragments_rawcos, fragments_css, diagnose_isodec_css",4,0.8300573300573301
"fragments_score, fragments_rawcos, fragments_unexplained, diagnose_isodec_css",4,0.8300573300573301
"fragments_fit_score, fragments_css, fragments_unexplained, diagnose_top_peaks",4,0.8299344799344799
"fragments_fit_score, fragments_css, diagnose_top_peaks",3,0.8298935298935299
"fragments_pc_missing_peaks, fragments_coverage, diagnose_isodec_css, diagnose_top_peaks",4,0.8298525798525799
"fragments_score, fragments_correlation, diagnose_raw_cosine, diagnose_isodec_css",4,0.8298116298116298
"fragments_pc_missing_peaks, fragments_css, diagnose_raw_cosine, diagnose_isodec_css",4,0.8297706797706798
"fragments_pc_missing_peaks, fragments_css, diagnose_raw_cosine, diagnose_area_covered",4,0.8296887796887797
"fragments_fit_score, fragments_correlation, diagnose_final_cosine, diagnose_area_covered",4,0.8295249795249795
"fragments_coverage, diagnose_raw_cosine, diagnose_isodec_css, diagnose_area_covered",4,0.8293611793611794
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_raw_cosine, diagnose_area_covered",4,0.8292792792792792
"fragments_coverage, fragments_unexplained, diagnose_isodec_css, diagnose_top_peaks",4,0.8291154791154791
"fragments_correlation, fragments_rawcos, fragments_pc_missing_peaks",3,0.829074529074529
"fragments_coverage, diagnose_isodec_css, diagnose_area_covered, diagnose_top_peaks",4,0.829074529074529
"fragments_pc_missing_peaks, fragments_coverage, fragments_unexplained, diagnose_raw_cosine",4,0.829074529074529
"fragments_css, fragments_coverage, diagnose_raw_cosine",3,0.829033579033579
"fragments_correlation, fragments_rawcos, fragments_pc_missing_peaks, fragments_coverage",4,0.829033579033579
"fragments_fit_score, fragments_score, fragments_css, diagnose_top_peaks",4,0.829033579033579
"fragments_rawcos, fragments_css, fragments_coverage, diagnose_raw_cosine",4,0.829033579033579
"fragments_score, diagnose_isodec_css, diagnose_top_peaks",3,0.8289107289107289
"fragments_score, diagnose_isodec_css, diagnose_area_covered, diagnose_top_peaks",4,0.8289107289107289
"fragments_score, fragments_css, diagnose_isodec_css, diagnose_top_peaks",4,0.8289107289107289
"fragments_score, fragments_unexplained, diagnose_isodec_css, diagnose_top_peaks",4,0.8289107289107289
"fragments_correlation, fragments_rawcos, fragments_pc_missing_peaks, fragments_unexplained",4,0.8288697788697789
"fragments_pc_missing_peaks, fragments_unexplained, diagnose_raw_cosine",3,0.8288288288288288
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_raw_cosine",3,0.8287878787878787
"fragments_pc_missing_peaks, fragments_coverage, fragments_unexplained, diagnose_isodec_css",4,0.8287878787878787
"fragments_fit_score, fragments_rawcos, diagnose_top_peaks",3,0.8287059787059787
"fragments_fit_score, fragments_rawcos, fragments_unexplained, diagnose_top_peaks",4,0.8287059787059787
"fragments_pc_missing_peaks, fragments_unexplained, diagnose_isodec_css, diagnose_top_peaks",4,0.8287059787059787
"fragments_score, fragments_rawcos, diagnose_isodec_css, diagnose_top_peaks",4,0.8287059787059787
"fragments_fit_score, fragments_css, fragments_coverage, diagnose_top_peaks",4,0.8286650286650287
"fragments_correlation, fragments_coverage, diagnose_top_peaks",3,0.8286036036036036
"fragments_correlation, fragments_coverage, fragments_unexplained, diagnose_top_peaks",4,0.8286036036036036
"fragments_pc_missing_peaks, fragments_css, diagnose_raw_cosine",3,0.8285421785421785
"fragments_score, diagnose_raw_cosine, diagnose_top_peaks",3,0.8283783783783784
"fragments_score, diagnose_raw_cosine, diagnose_area_covered, diagnose_top_peaks",4,0.8283783783783784
"fragments_score, fragments_css, diagnose_raw_cosine, diagnose_top_peaks",4,0.8283783783783784
"fragments_score, fragments_unexplained, diagnose_raw_cosine, diagnose_top_peaks",4,0.8283783783783784
"fragments_score, fragments_correlation, diagnose_raw_cosine",3,0.8283374283374283
"fragments_score, fragments_correlation, diagnose_raw_cosine, diagnose_area_covered",4,0.8283374283374283
"fragments_score, fragments_correlation, fragments_css, diagnose_raw_cosine",4,0.8283374283374283
"fragments_score, fragments_correlation, fragments_rawcos, diagnose_raw_cosine",4,0.8283374283374283
"fragments_score, fragments_correlation, fragments_unexplained, diagnose_raw_cosine",4,0.8283374283374283
"fragments_score, fragments_coverage, diagnose_isodec_css, diagnose_final_cosine",4,0.8282555282555283
"fragments_score, fragments_rawcos, diagnose_raw_cosine, diagnose_top_peaks",4,0.8281736281736282
"fragments_pc_missing_peaks, fragments_unexplained, diagnose_raw_cosine, diagnose_area_covered",4,0.8281326781326781
"fragments_fit_score, fragments_rawcos, fragments_coverage, diagnose_top_peaks",4,0.828091728091728
"fragments_pc_missing_peaks, diagnose_isodec_css, diagnose_top_peaks",3,0.8280507780507781
"fragments_coverage, fragments_unexplained, diagnose_raw_cosine, diagnose_isodec_css",4,0.827968877968878
"fragments_css, fragments_coverage, diagnose_isodec_css, diagnose_top_peaks",4,0.827968877968878
"fragments_coverage, diagnose_raw_cosine, diagnose_area_covered",3,0.8278869778869778
"fragments_rawcos, fragments_coverage, diagnose_raw_cosine, diagnose_area_covered",4,0.8278869778869778
"fragments_fit_score, diagnose_final_cosine, diagnose_area_covered",3,0.8278460278460279
"fragments_fit_score, fragments_score, fragments_rawcos, diagnose_top_peaks",4,0.8278460278460279
"fragments_fit_score, fragments_unexplained, diagnose_final_cosine, diagnose_area_covered",4,0.8278460278460279
"fragments_fit_score, fragments_css, diagnose_final_cosine, diagnose_area_covered",4,0.8278050778050778
"fragments_pc_missing_peaks, diagnose_isodec_css, diagnose_area_covered, diagnose_top_peaks",4,0.8277641277641278
"fragments_pc_missing_peaks, fragments_unexplained, diagnose_isodec_css, diagnose_final_cosine",4,0.8277231777231777
"fragments_fit_score, fragments_score, diagnose_final_cosine, diagnose_area_covered",4,0.8276412776412776
"fragments_pc_missing_peaks, fragments_css, fragments_unexplained, diagnose_raw_cosine",4,0.8276412776412776
"fragments_coverage, diagnose_isodec_css, diagnose_final_cosine, diagnose_top_peaks",4,0.8275593775593776
"fragments_css, fragments_coverage, diagnose_raw_cosine, diagnose_area_covered",4,0.8274774774774775
"fragments_rawcos, fragments_pc_missing_peaks, fragments_unexplained, diagnose_raw_cosine",4,0.8274774774774775
"fragments_fit_score, fragments_rawcos, fragments_css, diagnose_top_peaks",4,0.8273546273546274
"fragments_correlation, fragments_rawcos, fragments_pc_missing_peaks, diagnose_area_covered",4,0.8273136773136773
"fragments_pc_missing_peaks, fragments_unexplained, diagnose_isodec_css",3,0.8272727272727273
"fragments_coverage, fragments_unexplained, diagnose_raw_cosine, diagnose_area_covered",4,0.8271908271908271
"fragments_score, diagnose_raw_cosine, diagnose_isodec_css, diagnose_top_peaks",4,0.8271498771498772
"fragments_pc_missing_peaks, fragments_coverage, diagnose_isodec_css",3,0.827027027027027
"fragments_rawcos, fragments_pc_missing_peaks, fragments_css, diagnose_raw_cosine",4,0.827027027027027
"fragments_fit_score, diagnose_area_covered",2,0.826986076986077
"fragments_fit_score, fragments_unexplained, diagnose_area_covered",3,0.826986076986077
"fragments_fit_score, fragments_correlation, fragments_rawcos, diagnose_area_covered",4,0.826986076986077
"fragments_pc_missing_peaks, fragments_coverage, diagnose_isodec_css, diagnose_area_covered",4,0.826986076986077
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_isodec_css, diagnose_top_peaks",4,0.8269451269451269
"fragments_correlation, fragments_rawcos, fragments_pc_missing_peaks, fragments_css",4,0.826904176904177
"fragments_pc_missing_peaks, diagnose_isodec_css, diagnose_final_cosine, diagnose_area_covered",4,0.8268632268632269
"fragments_coverage, diagnose_isodec_css, diagnose_area_covered",3,0.8268222768222768
"fragments_rawcos, fragments_coverage, diagnose_isodec_css, diagnose_area_covered",4,0.8268222768222768
"fragments_score, diagnose_raw_cosine, diagnose_isodec_css",3,0.8267813267813268
"fragments_rawcos, fragments_pc_missing_peaks, fragments_coverage, diagnose_isodec_css",4,0.8267813267813268
"fragments_score, diagnose_raw_cosine, diagnose_isodec_css, diagnose_area_covered",4,0.8267813267813268
"fragments_score, fragments_css, diagnose_raw_cosine, diagnose_isodec_css",4,0.8267813267813268
"fragments_score, fragments_rawcos, diagnose_raw_cosine, diagnose_isodec_css",4,0.8267813267813268
"fragments_score, fragments_unexplained, diagnose_raw_cosine, diagnose_isodec_css",4,0.8267813267813268
"fragments_fit_score, fragments_css, diagnose_area_covered",3,0.8267403767403767
"fragments_fit_score, fragments_css, fragments_unexplained, diagnose_area_covered",4,0.8267403767403767
"fragments_score, fragments_correlation, diagnose_raw_cosine, diagnose_final_cosine",4,0.8265765765765766
"fragments_score, fragments_correlation, fragments_rawcos, fragments_pc_missing_peaks",4,0.8265356265356265
"fragments_coverage, fragments_unexplained, diagnose_isodec_css",3,0.8264537264537265
"fragments_rawcos, fragments_coverage, fragments_unexplained, diagnose_isodec_css",4,0.8264537264537265
"fragments_fit_score, fragments_score, diagnose_area_covered",3,0.8264127764127764
"fragments_score, diagnose_isodec_css, diagnose_final_cosine",3,0.8264127764127764
"fragments_fit_score, fragments_score, fragments_unexplained, diagnose_area_covered",4,0.8264127764127764
"fragments_score, diagnose_isodec_css, diagnose_final_cosine, diagnose_area_covered",4,0.8264127764127764
"fragments_score, fragments_css, diagnose_isodec_css, diagnose_final_cosine",4,0.8264127764127764
"fragments_score, fragments_unexplained, diagnose_isodec_css, diagnose_final_cosine",4,0.8264127764127764
"fragments_correlation, diagnose_raw_cosine, diagnose_top_peaks",3,0.8263718263718264
"fragments_correlation, diagnose_raw_cosine, diagnose_area_covered, diagnose_top_peaks",4,0.8263718263718264
"fragments_correlation, fragments_css, diagnose_raw_cosine, diagnose_top_peaks",4,0.8263718263718264
"fragments_correlation, fragments_rawcos, diagnose_raw_cosine, diagnose_top_peaks",4,0.8263718263718264
"fragments_correlation, fragments_unexplained, diagnose_raw_cosine, diagnose_top_peaks",4,0.8263718263718264
"fragments_score, fragments_rawcos, diagnose_isodec_css, diagnose_final_cosine",4,0.8263718263718264
"fragments_coverage, fragments_unexplained, diagnose_raw_cosine",3,0.8262489762489762
"fragments_fit_score, fragments_coverage, diagnose_final_cosine, diagnose_area_covered",4,0.8262489762489762
"fragments_rawcos, fragments_coverage, fragments_unexplained, diagnose_raw_cosine",4,0.8262489762489762
"fragments_score, diagnose_raw_cosine",2,0.8261261261261261
"fragments_score, diagnose_raw_cosine, diagnose_area_covered",3,0.8261261261261261
"fragments_score, fragments_css, diagnose_raw_cosine",3,0.8261261261261261
"fragments_score, fragments_unexplained, diagnose_raw_cosine",3,0.8261261261261261
"fragments_score, fragments_css, diagnose_raw_cosine, diagnose_area_covered",4,0.8261261261261261
"fragments_score, fragments_css, fragments_unexplained, diagnose_raw_cosine",4,0.8261261261261261
"fragments_score, fragments_unexplained, diagnose_raw_cosine, diagnose_area_covered",4,0.8261261261261261
"fragments_fit_score, fragments_score, fragments_css, diagnose_area_covered",4,0.826003276003276
"fragments_score, fragments_coverage, diagnose_raw_cosine, diagnose_final_cosine",4,0.825962325962326
"fragments_rawcos, fragments_pc_missing_peaks, fragments_unexplained, diagnose_isodec_css",4,0.8257985257985258
"fragments_fit_score, fragments_coverage, diagnose_area_covered",3,0.8257575757575758
"fragments_fit_score, fragments_pc_missing_peaks, diagnose_final_cosine",3,0.8257575757575758
"fragments_pc_missing_peaks, diagnose_isodec_css, diagnose_area_covered",3,0.8257575757575758
"fragments_fit_score, fragments_coverage, fragments_unexplained, diagnose_area_covered",4,0.8257575757575758
"fragments_fit_score, fragments_pc_missing_peaks, fragments_coverage, diagnose_final_cosine",4,0.8257575757575758
"fragments_pc_missing_peaks, fragments_css, diagnose_isodec_css, diagnose_top_peaks",4,0.8257575757575758
"fragments_fit_score, fragments_score, fragments_correlation",3,0.8257166257166257
"fragments_fit_score, fragments_score, fragments_correlation, fragments_unexplained",4,0.8257166257166257
"fragments_fit_score, fragments_score, fragments_correlation, fragments_coverage",4,0.8256756756756757
"fragments_fit_score, fragments_css, fragments_coverage, diagnose_area_covered",4,0.8256347256347256
"fragments_score, fragments_rawcos, diagnose_raw_cosine",3,0.8255528255528255
"fragments_css, fragments_coverage, fragments_unexplained, diagnose_raw_cosine",4,0.8255528255528255
"fragments_score, fragments_rawcos, diagnose_raw_cosine, diagnose_area_covered",4,0.8255528255528255
"fragments_score, fragments_rawcos, fragments_css, diagnose_raw_cosine",4,0.8255528255528255
"fragments_score, fragments_rawcos, fragments_unexplained, diagnose_raw_cosine",4,0.8255528255528255
"fragments_coverage, diagnose_isodec_css",2,0.8253890253890254
"fragments_rawcos, fragments_coverage, diagnose_isodec_css",3,0.8253890253890254
"fragments_fit_score, fragments_rawcos, fragments_pc_missing_peaks, diagnose_final_cosine",4,0.8253890253890254
"fragments_pc_missing_peaks, fragments_coverage, diagnose_isodec_css, diagnose_final_cosine",4,0.8253480753480753
"fragments_coverage, diagnose_raw_cosine, diagnose_isodec_css, diagnose_final_cosine",4,0.8252661752661753
"fragments_css, fragments_coverage, diagnose_isodec_css, diagnose_area_covered",4,0.8252252252252252
"fragments_pc_missing_peaks, diagnose_isodec_css, diagnose_final_cosine",3,0.8251842751842752
"fragments_fit_score, fragments_rawcos, diagnose_area_covered",3,0.825020475020475
"fragments_fit_score, fragments_rawcos, fragments_css, diagnose_area_covered",4,0.825020475020475
"fragments_fit_score, fragments_rawcos, fragments_unexplained, diagnose_area_covered",4,0.825020475020475
"fragments_fit_score, fragments_rawcos, diagnose_final_cosine, diagnose_area_covered",4,0.824979524979525
"fragments_fit_score, fragments_score, fragments_coverage, diagnose_area_covered",4,0.8249385749385749
"fragments_pc_missing_peaks, fragments_css, fragments_coverage, diagnose_isodec_css",4,0.8248976248976249
"fragments_score, diagnose_isodec_css, diagnose_final_cosine, diagnose_top_peaks",4,0.8248976248976249
"fragments_fit_score, fragments_pc_missing_peaks, fragments_css, diagnose_final_cosine",4,0.8248771498771499
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_isodec_css, diagnose_area_covered",4,0.8248157248157248
"fragments_pc_missing_peaks, diagnose_isodec_css",2,0.8247338247338247
"fragments_pc_missing_peaks, fragments_unexplained, diagnose_isodec_css, diagnose_area_covered",4,0.8247338247338247
"fragments_coverage, fragments_unexplained, diagnose_isodec_css, diagnose_area_covered",4,0.8246928746928747
"fragments_fit_score, fragments_score, fragments_pc_missing_peaks, diagnose_final_cosine",4,0.8246928746928747
"fragments_pc_missing_peaks, fragments_css, fragments_unexplained, diagnose_isodec_css",4,0.8246928746928747
"fragments_fit_score, fragments_score, fragments_correlation, fragments_rawcos",4,0.8246109746109747
"fragments_fit_score, fragments_score, fragments_rawcos, diagnose_area_covered",4,0.8246109746109747
"fragments_pc_missing_peaks, fragments_css, diagnose_isodec_css, diagnose_area_covered",4,0.8246109746109747
"fragments_pc_missing_peaks, fragments_css, diagnose_isodec_css, diagnose_final_cosine",4,0.8246109746109747
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_isodec_css, diagnose_final_cosine",4,0.8246109746109747
"fragments_fit_score, fragments_correlation, fragments_rawcos, fragments_coverage",4,0.8245700245700246
"fragments_fit_score, fragments_correlation, fragments_rawcos",3,0.8244471744471744
"fragments_fit_score, fragments_correlation, diagnose_final_cosine",3,0.8244062244062244
"fragments_fit_score, fragments_correlation, fragments_rawcos, fragments_unexplained",4,0.8244062244062244
"fragments_fit_score, fragments_correlation, fragments_unexplained, diagnose_final_cosine",4,0.8244062244062244
"fragments_fit_score, fragments_correlation",2,0.8242833742833743
"fragments_fit_score, fragments_correlation, fragments_unexplained",3,0.8242424242424242
"fragments_fit_score, fragments_score, fragments_correlation, diagnose_final_cosine",4,0.8242014742014742
"fragments_fit_score, fragments_correlation, fragments_coverage",3,0.8241605241605242
"fragments_fit_score, fragments_correlation, fragments_coverage, fragments_unexplained",4,0.8240786240786241
"fragments_fit_score, fragments_correlation, fragments_rawcos, fragments_css",4,0.824037674037674
"fragments_coverage, diagnose_raw_cosine, diagnose_final_cosine",3,0.823996723996724
"fragments_rawcos, fragments_coverage, diagnose_raw_cosine, diagnose_final_cosine",4,0.823996723996724
"fragments_fit_score, fragments_rawcos, fragments_coverage, diagnose_area_covered",4,0.8239557739557739
"fragments_fit_score, fragments_correlation, fragments_rawcos, diagnose_final_cosine",4,0.823914823914824
"fragments_fit_score, fragments_score, fragments_correlation, fragments_css",4,0.8237510237510237
"fragments_css, fragments_coverage, diagnose_raw_cosine, diagnose_final_cosine",4,0.8236691236691237
"fragments_fit_score, fragments_correlation, fragments_css, diagnose_final_cosine",4,0.8236691236691237
"fragments_correlation, fragments_coverage, diagnose_final_cosine, diagnose_top_peaks",4,0.8236486486486486
"fragments_fit_score, fragments_correlation, fragments_coverage, diagnose_final_cosine",4,0.8235872235872236
"fragments_correlation, diagnose_raw_cosine, diagnose_final_cosine, diagnose_top_peaks",4,0.8235462735462735
"fragments_correlation, diagnose_raw_cosine, diagnose_isodec_css, diagnose_top_peaks",4,0.8235462735462735
"fragments_css, fragments_coverage, fragments_unexplained, diagnose_isodec_css",4,0.8234643734643735
"fragments_correlation, fragments_css, fragments_coverage, diagnose_top_peaks",4,0.8233824733824734
"fragments_score, fragments_correlation, fragments_coverage, diagnose_top_peaks",4,0.8232800982800983
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_isodec_css",3,0.8232596232596232
"fragments_score, diagnose_raw_cosine, diagnose_isodec_css, diagnose_final_cosine",4,0.8232596232596232
"fragments_score, diagnose_raw_cosine, diagnose_final_cosine, diagnose_top_peaks",4,0.8230958230958231
"fragments_fit_score, fragments_correlation, fragments_css",3,0.822972972972973
"fragments_correlation, diagnose_isodec_css, diagnose_top_peaks",3,0.8229320229320229
"fragments_correlation, diagnose_isodec_css, diagnose_area_covered, diagnose_top_peaks",4,0.8229320229320229
"fragments_correlation, fragments_unexplained, diagnose_isodec_css, diagnose_top_peaks",4,0.8229320229320229
"fragments_correlation, fragments_pc_missing_peaks, diagnose_area_covered",3,0.8228501228501228
"fragments_fit_score, fragments_correlation, fragments_css, fragments_coverage",4,0.8227682227682228
"fragments_fit_score, fragments_correlation, fragments_css, fragments_unexplained",4,0.8227682227682228
"fragments_fit_score, diagnose_final_cosine",2,0.8227272727272728
"fragments_fit_score, fragments_score, fragments_rawcos, fragments_pc_missing_peaks",4,0.8227272727272728
"fragments_fit_score, fragments_score, diagnose_final_cosine",3,0.8226863226863227
"fragments_fit_score, fragments_score, fragments_unexplained, diagnose_final_cosine",4,0.8226863226863227
"fragments_correlation, fragments_rawcos, diagnose_isodec_css, diagnose_top_peaks",4,0.8226453726453726
"fragments_css, fragments_coverage, diagnose_isodec_css",3,0.8226044226044226
"fragments_fit_score, fragments_unexplained, diagnose_final_cosine",3,0.8226044226044226
"fragments_rawcos, fragments_css, fragments_coverage, diagnose_isodec_css",4,0.8226044226044226
"fragments_fit_score, fragments_score, fragments_rawcos",3,0.8225225225225226
"fragments_fit_score, fragments_pc_missing_peaks, fragments_unexplained, diagnose_final_cosine",4,0.8225225225225226
"fragments_fit_score, fragments_score, fragments_rawcos, fragments_unexplained",4,0.8225225225225226
"fragments_correlation, fragments_css, diagnose_isodec_css, diagnose_top_peaks",4,0.8224815724815725
"fragments_fit_score, fragments_score, fragments_rawcos, fragments_coverage",4,0.8224815724815725
"fragments_correlation, fragments_pc_missing_peaks, fragments_coverage, diagnose_area_covered",4,0.8223587223587223
"fragments_coverage, fragments_unexplained, diagnose_raw_cosine, diagnose_final_cosine",4,0.8223587223587223
"fragments_correlation, fragments_rawcos, fragments_pc_missing_peaks, diagnose_final_cosine",4,0.8221539721539721
"fragments_coverage, diagnose_raw_cosine, diagnose_final_cosine, diagnose_area_covered",4,0.8221539721539721
"fragments_fit_score, fragments_score, fragments_css, diagnose_final_cosine",4,0.821990171990172
"fragments_fit_score, fragments_score, fragments_coverage, diagnose_final_cosine",4,0.8219492219492219
"fragments_fit_score, fragments_coverage, diagnose_final_cosine",3,0.8218673218673219
"fragments_fit_score, fragments_score",2,0.8218263718263719
"fragments_fit_score, fragments_score, fragments_coverage",3,0.8218263718263719
"fragments_fit_score, fragments_score, fragments_unexplained",3,0.8218263718263719
"fragments_fit_score, fragments_score, fragments_coverage, fragments_unexplained",4,0.8218263718263719
"fragments_fit_score, fragments_coverage, fragments_unexplained, diagnose_final_cosine",4,0.8217444717444717
"fragments_fit_score, fragments_rawcos, fragments_pc_missing_peaks",3,0.8216625716625716
"fragments_pc_missing_peaks, fragments_css, diagnose_isodec_css",3,0.8216625716625716
"fragments_fit_score, fragments_rawcos, fragments_pc_missing_peaks, fragments_coverage",4,0.8216625716625716
"fragments_correlation, fragments_pc_missing_peaks, fragments_css, diagnose_area_covered",4,0.8216216216216217
"fragments_fit_score, fragments_score, fragments_rawcos, diagnose_final_cosine",4,0.8216216216216217
"fragments_fit_score, fragments_css, diagnose_final_cosine",3,0.8215601965601965
"fragments_fit_score, fragments_css, fragments_unexplained, diagnose_final_cosine",4,0.8215601965601965
"fragments_correlation, fragments_coverage, diagnose_area_covered, diagnose_top_peaks",4,0.8215397215397215
"fragments_fit_score, fragments_score, fragments_pc_missing_peaks",3,0.8212940212940213
"fragments_fit_score, fragments_score, fragments_pc_missing_peaks, fragments_coverage",4,0.8212940212940213
"fragments_fit_score, fragments_rawcos, diagnose_final_cosine",3,0.8212121212121212
"fragments_fit_score, fragments_score, fragments_css",3,0.820925470925471
"fragments_fit_score, fragments_rawcos, fragments_css, diagnose_final_cosine",4,0.820925470925471
"fragments_fit_score, fragments_score, fragments_css, fragments_coverage",4,0.820925470925471
"fragments_fit_score, fragments_score, fragments_css, fragments_unexplained",4,0.820925470925471
"fragments_fit_score, fragments_rawcos, fragments_unexplained, diagnose_final_cosine",4,0.8208845208845209
"fragments_fit_score, fragments_rawcos",2,0.8208435708435708
"fragments_score, diagnose_raw_cosine, diagnose_final_cosine",3,0.8205978705978706
"fragments_score, diagnose_raw_cosine, diagnose_final_cosine, diagnose_area_covered",4,0.8205978705978706
"fragments_score, fragments_css, diagnose_raw_cosine, diagnose_final_cosine",4,0.8205978705978706
"fragments_score, fragments_unexplained, diagnose_raw_cosine, diagnose_final_cosine",4,0.8205978705978706
"fragments_fit_score, fragments_css, fragments_coverage, diagnose_final_cosine",4,0.8205773955773956
"fragments_fit_score, fragments_score, fragments_rawcos, fragments_css",4,0.8205159705159705
"fragments_score, fragments_correlation, fragments_pc_missing_peaks, diagnose_area_covered",4,0.8204340704340705
"fragments_rawcos, fragments_pc_missing_peaks, fragments_css, diagnose_isodec_css",4,0.8203521703521703
"fragments_score, fragments_rawcos, diagnose_raw_cosine, diagnose_final_cosine",4,0.8203521703521703
"fragments_fit_score, fragments_rawcos, fragments_coverage",3,0.8203112203112203
"fragments_correlation, fragments_pc_missing_peaks, fragments_unexplained, diagnose_area_covered",4,0.8202293202293203
"fragments_fit_score, fragments_rawcos, fragments_pc_missing_peaks, fragments_css",4,0.82006552006552
"fragments_fit_score, fragments_score, fragments_pc_missing_peaks, fragments_css",4,0.82006552006552
"fragments_coverage, diagnose_isodec_css, diagnose_final_cosine",3,0.8200245700245701
"fragments_rawcos, fragments_coverage, diagnose_isodec_css, diagnose_final_cosine",4,0.8200245700245701
"fragments_fit_score, fragments_rawcos, fragments_coverage, diagnose_final_cosine",4,0.81994266994267
"fragments_coverage, diagnose_isodec_css, diagnose_final_cosine, diagnose_area_covered",4,0.8198607698607698
"fragments_coverage, fragments_unexplained, diagnose_isodec_css, diagnose_final_cosine",4,0.8198607698607698
"fragments_fit_score, fragments_rawcos, fragments_unexplained",3,0.8198198198198198
"fragments_correlation, diagnose_isodec_css, diagnose_final_cosine, diagnose_top_peaks",4,0.8198198198198198
"fragments_fit_score, fragments_pc_missing_peaks, fragments_css",3,0.8197788697788698
"fragments_fit_score, fragments_pc_missing_peaks, fragments_css, fragments_coverage",4,0.8197379197379198
"fragments_fit_score, fragments_pc_missing_peaks",2,0.8195331695331696
"fragments_fit_score, fragments_pc_missing_peaks, fragments_coverage",3,0.8195331695331696
"fragments_fit_score, fragments_rawcos, fragments_coverage, fragments_unexplained",4,0.8194512694512694
"fragments_score, fragments_pc_missing_peaks, diagnose_final_cosine, diagnose_top_peaks",4,0.8192669942669942
"fragments_fit_score, fragments_coverage",2,0.8191646191646191
fragments_fit_score,1,0.8190827190827191
"fragments_fit_score, fragments_rawcos, fragments_css",3,0.8190417690417691
"fragments_css, fragments_coverage, diagnose_isodec_css, diagnose_final_cosine",4,0.819000819000819
"fragments_fit_score, fragments_rawcos, fragments_pc_missing_peaks, fragments_unexplained",4,0.819000819000819
"fragments_fit_score, fragments_rawcos, fragments_css, fragments_coverage",4,0.8188779688779689
"fragments_correlation, fragments_rawcos, fragments_coverage",3,0.8187551187551187
