features,feature_count,cv_auc
"fragments_fit_score, fragments_css",2,0.8187141687141687
"fragments_correlation, fragments_pc_missing_peaks, diagnose_final_cosine, diagnose_area_covered",4,0.8187141687141687
"fragments_fit_score, fragments_score, fragments_pc_missing_peaks, fragments_unexplained",4,0.8187141687141687
"fragments_fit_score, fragments_unexplained",2,0.8185913185913186
"fragments_fit_score, fragments_css, fragments_coverage",3,0.8185913185913186
"fragments_fit_score, fragments_coverage, fragments_unexplained",3,0.8185503685503686
"fragments_fit_score, fragments_rawcos, fragments_css, fragments_unexplained",4,0.8185094185094185
"fragments_fit_score, fragments_css, fragments_unexplained",3,0.8180999180999181
"fragments_fit_score, fragments_css, fragments_coverage, fragments_unexplained",4,0.8178951678951679
"fragments_correlation, fragments_rawcos, fragments_coverage, fragments_unexplained",4,0.8166666666666667
"fragments_fit_score, fragments_pc_missing_peaks, fragments_unexplained",3,0.8163390663390664
"fragments_fit_score, fragments_pc_missing_peaks, fragments_coverage, fragments_unexplained",4,0.8163390663390664
"fragments_fit_score, fragments_pc_missing_peaks, fragments_css, fragments_unexplained",4,0.8161343161343161
"fragments_correlation, diagnose_isodec_css, diagnose_area_covered",3,0.8146191646191646
"fragments_correlation, fragments_rawcos, fragments_css, fragments_coverage",4,0.8146191646191646
"fragments_correlation, diagnose_isodec_css",2,0.8145372645372645
"fragments_correlation, diagnose_raw_cosine, diagnose_isodec_css",3,0.8141277641277641
"fragments_correlation, diagnose_raw_cosine, diagnose_isodec_css, diagnose_area_covered",4,0.8141277641277641
"fragments_correlation, fragments_css, diagnose_raw_cosine, diagnose_isodec_css",4,0.8141277641277641
"fragments_correlation, fragments_rawcos, diagnose_raw_cosine, diagnose_isodec_css",4,0.8140458640458641
"fragments_correlation, fragments_unexplained, diagnose_raw_cosine, diagnose_isodec_css",4,0.8140458640458641
"fragments_correlation, fragments_unexplained, diagnose_isodec_css",3,0.813963963963964
"fragments_correlation, fragments_unexplained, diagnose_isodec_css, diagnose_area_covered",4,0.813963963963964
"fragments_correlation, fragments_rawcos, fragments_coverage, diagnose_area_covered",4,0.8138001638001638
"fragments_pc_missing_peaks, diagnose_final_cosine, diagnose_area_covered, diagnose_top_peaks",4,0.8135544635544636
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_final_cosine, diagnose_top_peaks",4,0.8135544635544636
"fragments_correlation, fragments_css, diagnose_isodec_css, diagnose_area_covered",4,0.8134725634725635
"fragments_correlation, fragments_css, diagnose_isodec_css",3,0.8133906633906633
"fragments_pc_missing_peaks, diagnose_final_cosine, diagnose_top_peaks",3,0.8133292383292383
"fragments_score, fragments_correlation, fragments_rawcos, fragments_coverage",4,0.8133087633087633
"fragments_correlation, fragments_css, fragments_unexplained, diagnose_isodec_css",4,0.8127354627354627
"fragments_pc_missing_peaks, fragments_coverage, diagnose_final_cosine, diagnose_top_peaks",4,0.8126330876330876
"fragments_correlation, diagnose_raw_cosine",2,0.8122440622440622
"fragments_correlation, fragments_unexplained, diagnose_raw_cosine",3,0.8122440622440622
"fragments_correlation, fragments_pc_missing_peaks",2,0.8122031122031123
"fragments_correlation, fragments_rawcos, diagnose_isodec_css",3,0.8122031122031123
"fragments_correlation, fragments_rawcos, diagnose_isodec_css, diagnose_area_covered",4,0.811998361998362
"fragments_correlation, diagnose_isodec_css, diagnose_final_cosine",3,0.8119164619164619
"fragments_correlation, diagnose_isodec_css, diagnose_final_cosine, diagnose_area_covered",4,0.8119164619164619
"fragments_correlation, fragments_pc_missing_peaks, fragments_unexplained",3,0.8118755118755119
"fragments_correlation, fragments_pc_missing_peaks, fragments_coverage, fragments_unexplained",4,0.8118755118755119
"fragments_correlation, fragments_pc_missing_peaks, fragments_css, fragments_unexplained",4,0.8118345618345618
"fragments_correlation, fragments_css, diagnose_raw_cosine",3,0.8117936117936118
"fragments_correlation, fragments_css, fragments_unexplained, diagnose_raw_cosine",4,0.8117936117936118
"fragments_correlation, fragments_pc_missing_peaks, diagnose_final_cosine",3,0.8117526617526617
"fragments_correlation, fragments_pc_missing_peaks, fragments_coverage",3,0.8117526617526617
"fragments_correlation, diagnose_raw_cosine, diagnose_isodec_css, diagnose_final_cosine",4,0.8116707616707617
"fragments_correlation, diagnose_raw_cosine, diagnose_area_covered",3,0.8115069615069616
"fragments_correlation, fragments_unexplained, diagnose_raw_cosine, diagnose_area_covered",4,0.8115069615069616
"fragments_correlation, fragments_unexplained, diagnose_isodec_css, diagnose_final_cosine",4,0.8114660114660115
"fragments_correlation, fragments_rawcos, fragments_unexplained, diagnose_isodec_css",4,0.8114250614250614
"fragments_correlation, fragments_rawcos, fragments_css, diagnose_isodec_css",4,0.8113022113022113
"fragments_correlation, fragments_css, diagnose_isodec_css, diagnose_final_cosine",4,0.8112612612612613
"fragments_correlation, fragments_css, diagnose_raw_cosine, diagnose_area_covered",4,0.8110565110565111
"fragments_correlation, fragments_pc_missing_peaks, fragments_css",3,0.810974610974611
"fragments_correlation, fragments_pc_missing_peaks, fragments_coverage, diagnose_final_cosine",4,0.8108517608517608
"fragments_correlation, fragments_pc_missing_peaks, fragments_css, fragments_coverage",4,0.8107698607698608
"fragments_score, fragments_correlation, fragments_rawcos, diagnose_top_peaks",4,0.8106879606879607
"fragments_correlation, fragments_pc_missing_peaks, fragments_unexplained, diagnose_final_cosine",4,0.8105241605241605
"fragments_score, fragments_correlation, fragments_pc_missing_peaks",3,0.8100737100737101
"fragments_score, fragments_correlation, fragments_pc_missing_peaks, fragments_coverage",4,0.81003276003276
"fragments_score, fragments_correlation, fragments_rawcos, fragments_unexplained",4,0.81003276003276
"fragments_score, fragments_correlation, fragments_rawcos",3,0.80999180999181
"fragments_correlation, fragments_pc_missing_peaks, fragments_css, diagnose_final_cosine",4,0.80990990990991
"fragments_pc_missing_peaks, fragments_css, diagnose_final_cosine, diagnose_top_peaks",4,0.8098894348894349
"fragments_pc_missing_peaks, fragments_unexplained, diagnose_final_cosine, diagnose_top_peaks",4,0.8097665847665848
"fragments_correlation, diagnose_raw_cosine, diagnose_final_cosine",3,0.8095823095823096
"fragments_correlation, fragments_rawcos, diagnose_raw_cosine",3,0.8095823095823096
"fragments_correlation, fragments_unexplained, diagnose_raw_cosine, diagnose_final_cosine",4,0.8095823095823096
"fragments_correlation, fragments_css, diagnose_raw_cosine, diagnose_final_cosine",4,0.8095413595413595
"fragments_correlation, fragments_rawcos, fragments_unexplained, diagnose_raw_cosine",4,0.8095413595413595
"fragments_correlation, fragments_rawcos, diagnose_isodec_css, diagnose_final_cosine",4,0.8095004095004095
"fragments_score, fragments_correlation, fragments_pc_missing_peaks, fragments_css",4,0.8093775593775594
"fragments_score, fragments_correlation, fragments_rawcos, fragments_css",4,0.8093366093366093
"fragments_correlation, fragments_rawcos, fragments_css, diagnose_raw_cosine",4,0.8092547092547092
"fragments_score, fragments_correlation, fragments_pc_missing_peaks, diagnose_final_cosine",4,0.8092137592137593
"fragments_correlation, diagnose_raw_cosine, diagnose_final_cosine, diagnose_area_covered",4,0.809009009009009
"fragments_score, fragments_pc_missing_peaks, diagnose_top_peaks",3,0.8089475839475839
"fragments_score, fragments_pc_missing_peaks, fragments_unexplained, diagnose_top_peaks",4,0.8089475839475839
"fragments_score, fragments_rawcos, fragments_pc_missing_peaks, diagnose_top_peaks",4,0.8088861588861589
"fragments_correlation, fragments_rawcos, diagnose_raw_cosine, diagnose_area_covered",4,0.8087633087633087
"fragments_score, fragments_pc_missing_peaks, fragments_coverage, diagnose_top_peaks",4,0.8087428337428337
"fragments_score, fragments_correlation, diagnose_top_peaks",3,0.8086199836199837
"fragments_score, fragments_correlation, fragments_unexplained, diagnose_top_peaks",4,0.8086199836199837
"fragments_coverage, diagnose_final_cosine, diagnose_top_peaks",3,0.8084971334971335
"fragments_score, fragments_correlation, fragments_pc_missing_peaks, fragments_unexplained",4,0.8083538083538083
"fragments_correlation, fragments_rawcos, diagnose_raw_cosine, diagnose_final_cosine",4,0.8081490581490581
"fragments_score, fragments_correlation, diagnose_area_covered, diagnose_top_peaks",4,0.808005733005733
"fragments_score, fragments_pc_missing_peaks, diagnose_area_covered, diagnose_top_peaks",4,0.8076576576576576
"fragments_score, fragments_coverage, diagnose_final_cosine, diagnose_top_peaks",4,0.8073095823095823
"fragments_coverage, fragments_unexplained, diagnose_final_cosine, diagnose_top_peaks",4,0.8071048321048321
"fragments_score, fragments_correlation, fragments_rawcos, diagnose_area_covered",4,0.8068796068796069
"fragments_coverage, diagnose_final_cosine, diagnose_area_covered, diagnose_top_peaks",4,0.8068386568386569
"fragments_score, fragments_correlation, fragments_css, diagnose_top_peaks",4,0.8067362817362818
"fragments_correlation, fragments_coverage",2,0.8065520065520065
"fragments_rawcos, fragments_coverage, diagnose_final_cosine, diagnose_top_peaks",4,0.8065110565110565
"fragments_correlation, fragments_rawcos, fragments_coverage, diagnose_final_cosine",4,0.8058968058968059
"fragments_score, fragments_pc_missing_peaks, fragments_css, diagnose_top_peaks",4,0.8058558558558558
"fragments_score, fragments_correlation, diagnose_final_cosine, diagnose_top_peaks",4,0.8056715806715806
"fragments_css, fragments_coverage, diagnose_final_cosine, diagnose_top_peaks",4,0.8053644553644553
"fragments_score, fragments_rawcos, fragments_pc_missing_peaks, diagnose_final_cosine",4,0.8043816543816544
"fragments_score, fragments_rawcos, fragments_coverage, diagnose_top_peaks",4,0.8042997542997543
"fragments_correlation, fragments_rawcos, fragments_unexplained, diagnose_top_peaks",4,0.8042178542178542
"fragments_correlation, fragments_rawcos, diagnose_top_peaks",3,0.8041769041769041
"fragments_score, fragments_rawcos, fragments_pc_missing_peaks",3,0.8040950040950041
"fragments_score, fragments_rawcos, fragments_pc_missing_peaks, fragments_coverage",4,0.8040950040950041
"fragments_score, fragments_rawcos, fragments_pc_missing_peaks, fragments_unexplained",4,0.8040950040950041
"diagnose_raw_cosine, diagnose_top_peaks",2,0.8032350532350533
"fragments_unexplained, diagnose_raw_cosine, diagnose_top_peaks",3,0.8031941031941032
"fragments_score, diagnose_top_peaks",2,0.8028869778869779
"fragments_score, fragments_unexplained, diagnose_top_peaks",3,0.8028460278460279
"fragments_score, diagnose_final_cosine, diagnose_top_peaks",3,0.8026003276003276
"fragments_score, fragments_unexplained, diagnose_final_cosine, diagnose_top_peaks",4,0.8026003276003276
"fragments_score, fragments_pc_missing_peaks, diagnose_final_cosine, diagnose_area_covered",4,0.8024979524979525
"fragments_correlation, fragments_rawcos, diagnose_area_covered, diagnose_top_peaks",4,0.8022932022932023
"fragments_score, fragments_coverage, diagnose_top_peaks",3,0.8020679770679771
"fragments_score, fragments_coverage, fragments_unexplained, diagnose_top_peaks",4,0.8020679770679771
"fragments_score, diagnose_final_cosine, diagnose_area_covered, diagnose_top_peaks",4,0.8020475020475021
"fragments_score, fragments_rawcos, diagnose_top_peaks",3,0.8017199017199017
"fragments_score, fragments_rawcos, fragments_unexplained, diagnose_top_peaks",4,0.8017199017199017
"fragments_score, fragments_rawcos, fragments_coverage",3,0.8015970515970516
"fragments_score, fragments_rawcos, fragments_coverage, fragments_unexplained",4,0.8015970515970516
"fragments_correlation, fragments_css, fragments_coverage",3,0.8015561015561016
"fragments_score, fragments_css, diagnose_final_cosine, diagnose_top_peaks",4,0.8014127764127764
"fragments_correlation, fragments_rawcos, fragments_css, diagnose_top_peaks",4,0.8013513513513514
"fragments_score, fragments_rawcos, diagnose_area_covered, diagnose_top_peaks",4,0.8011875511875511
"fragments_score, fragments_rawcos",2,0.8011466011466012
"fragments_css, diagnose_raw_cosine, diagnose_top_peaks",3,0.8011466011466012
"fragments_score, fragments_rawcos, fragments_unexplained",3,0.8011466011466012
"fragments_css, fragments_unexplained, diagnose_raw_cosine, diagnose_top_peaks",4,0.8011466011466012
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_final_cosine, diagnose_area_covered",4,0.800941850941851
"diagnose_raw_cosine, diagnose_isodec_css, diagnose_top_peaks",3,0.8008599508599509
"fragments_score, fragments_rawcos, fragments_pc_missing_peaks, fragments_css",4,0.8006142506142506
"fragments_score, fragments_correlation, fragments_rawcos, diagnose_final_cosine",4,0.8004095004095004
"fragments_unexplained, diagnose_raw_cosine, diagnose_isodec_css, diagnose_top_peaks",4,0.8004095004095004
"fragments_score, fragments_rawcos, fragments_css, diagnose_top_peaks",4,0.8
"fragments_score, fragments_rawcos, diagnose_final_cosine, diagnose_top_peaks",4,0.7998771498771499
"fragments_score, fragments_rawcos, fragments_pc_missing_peaks, diagnose_area_covered",4,0.7998771498771499
"diagnose_raw_cosine, diagnose_area_covered, diagnose_top_peaks",3,0.7997542997542998
"fragments_score, fragments_correlation, fragments_coverage",3,0.7997542997542998
"fragments_score, fragments_correlation, fragments_coverage, fragments_unexplained",4,0.7997542997542998
"fragments_unexplained, diagnose_raw_cosine, diagnose_area_covered, diagnose_top_peaks",4,0.7997542997542998
"fragments_correlation, fragments_coverage, fragments_unexplained",3,0.7995495495495496
"fragments_rawcos, fragments_unexplained, diagnose_raw_cosine, diagnose_top_peaks",4,0.7992628992628993
"fragments_rawcos, diagnose_raw_cosine, diagnose_top_peaks",3,0.7992219492219492
"fragments_score, diagnose_area_covered, diagnose_top_peaks",3,0.7991605241605242
"fragments_score, fragments_unexplained, diagnose_area_covered, diagnose_top_peaks",4,0.7991605241605242
"fragments_correlation, fragments_coverage, diagnose_final_cosine, diagnose_area_covered",4,0.7988533988533989
"fragments_score, fragments_css, fragments_coverage, diagnose_top_peaks",4,0.7986486486486486
"fragments_unexplained, diagnose_raw_cosine, diagnose_final_cosine, diagnose_top_peaks",4,0.7986486486486486
"diagnose_raw_cosine, diagnose_final_cosine, diagnose_top_peaks",3,0.7986076986076986
"fragments_correlation, fragments_rawcos, diagnose_final_cosine, diagnose_top_peaks",4,0.7985257985257985
"diagnose_raw_cosine, diagnose_isodec_css, diagnose_area_covered, diagnose_top_peaks",4,0.7984848484848485
"diagnose_raw_cosine, diagnose_final_cosine, diagnose_area_covered, diagnose_top_peaks",4,0.7983210483210483
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_area_covered, diagnose_top_peaks",4,0.7981162981162981
"fragments_score, fragments_rawcos, fragments_css, fragments_coverage",4,0.7980753480753481
"fragments_score, fragments_pc_missing_peaks, diagnose_final_cosine",3,0.798034398034398
"fragments_score, fragments_pc_missing_peaks, fragments_coverage, diagnose_final_cosine",4,0.798034398034398
"fragments_css, diagnose_raw_cosine, diagnose_final_cosine, diagnose_top_peaks",4,0.797993447993448
"fragments_pc_missing_peaks, diagnose_final_cosine, diagnose_area_covered",3,0.797911547911548
"fragments_score, fragments_css, fragments_unexplained, diagnose_top_peaks",4,0.7978705978705979
"fragments_score, fragments_css, diagnose_top_peaks",3,0.7978296478296478
"fragments_score, fragments_rawcos, fragments_coverage, diagnose_final_cosine",4,0.7977477477477477
"fragments_correlation, fragments_coverage, diagnose_area_covered",3,0.7977067977067978
"fragments_correlation, fragments_coverage, fragments_unexplained, diagnose_area_covered",4,0.7977067977067978
"fragments_css, diagnose_raw_cosine, diagnose_isodec_css, diagnose_top_peaks",4,0.7976248976248976
"fragments_pc_missing_peaks, fragments_coverage, diagnose_area_covered, diagnose_top_peaks",4,0.7976248976248976
"fragments_pc_missing_peaks, fragments_css, diagnose_final_cosine, diagnose_area_covered",4,0.7975839475839476
"fragments_score, fragments_rawcos, fragments_coverage, diagnose_area_covered",4,0.7975020475020475
"fragments_pc_missing_peaks, fragments_coverage, diagnose_final_cosine, diagnose_area_covered",4,0.7974201474201474
"fragments_score, fragments_rawcos, fragments_css",3,0.7972563472563473
"fragments_score, fragments_coverage, diagnose_area_covered, diagnose_top_peaks",4,0.7972563472563473
"fragments_score, fragments_rawcos, fragments_css, fragments_unexplained",4,0.7972563472563473
"fragments_css, diagnose_raw_cosine, diagnose_area_covered, diagnose_top_peaks",4,0.7971744471744472
"fragments_score, fragments_correlation, fragments_coverage, diagnose_area_covered",4,0.7970925470925471
"fragments_score, fragments_correlation, fragments_css, fragments_coverage",4,0.7970925470925471
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_final_cosine",3,0.7968058968058968
"fragments_score, fragments_rawcos, diagnose_area_covered",3,0.7968058968058968
"fragments_score, fragments_rawcos, fragments_unexplained, diagnose_area_covered",4,0.7968058968058968
"fragments_score, fragments_rawcos, diagnose_final_cosine",3,0.7966830466830467
"fragments_correlation, fragments_css, fragments_coverage, diagnose_area_covered",4,0.7966830466830467
"fragments_score, fragments_rawcos, fragments_unexplained, diagnose_final_cosine",4,0.7966830466830467
"fragments_rawcos, fragments_pc_missing_peaks, fragments_unexplained, diagnose_final_cosine",4,0.7965601965601966
"fragments_rawcos, diagnose_raw_cosine, diagnose_isodec_css, diagnose_top_peaks",4,0.7964782964782965
"fragments_score, fragments_rawcos, fragments_css, diagnose_final_cosine",4,0.7964782964782965
"fragments_rawcos, diagnose_raw_cosine, diagnose_final_cosine, diagnose_top_peaks",4,0.7963963963963964
"fragments_score, fragments_css, diagnose_area_covered, diagnose_top_peaks",4,0.7963963963963964
"fragments_score, fragments_pc_missing_peaks, fragments_unexplained, diagnose_final_cosine",4,0.7963554463554463
"fragments_score, fragments_pc_missing_peaks, fragments_css, diagnose_final_cosine",4,0.7962940212940213
"fragments_rawcos, fragments_css, diagnose_raw_cosine, diagnose_top_peaks",4,0.795986895986896
"diagnose_raw_cosine, diagnose_isodec_css, diagnose_final_cosine, diagnose_top_peaks",4,0.7954954954954955
"fragments_correlation, fragments_css, fragments_coverage, fragments_unexplained",4,0.7953726453726454
diagnose_raw_cosine,1,0.7953316953316953
"fragments_correlation, fragments_coverage, diagnose_final_cosine",3,0.7952907452907453
"fragments_rawcos, fragments_coverage, diagnose_area_covered, diagnose_top_peaks",4,0.7952907452907453
"fragments_rawcos, fragments_pc_missing_peaks, fragments_coverage, diagnose_final_cosine",4,0.7952907452907453
"fragments_pc_missing_peaks, diagnose_area_covered, diagnose_top_peaks",3,0.795045045045045
"fragments_pc_missing_peaks, fragments_unexplained, diagnose_final_cosine, diagnose_area_covered",4,0.7948402948402948
"fragments_rawcos, fragments_pc_missing_peaks, fragments_css, diagnose_final_cosine",4,0.7947583947583947
"fragments_rawcos, diagnose_raw_cosine, diagnose_area_covered, diagnose_top_peaks",4,0.7943898443898444
"fragments_score, fragments_rawcos, diagnose_final_cosine, diagnose_area_covered",4,0.7943079443079443
"fragments_pc_missing_peaks, fragments_unexplained, diagnose_area_covered, diagnose_top_peaks",4,0.7941031941031941
"fragments_rawcos, fragments_coverage, diagnose_final_cosine, diagnose_area_covered",4,0.793980343980344
"diagnose_raw_cosine, diagnose_isodec_css",2,0.793939393939394
"fragments_score, fragments_rawcos, fragments_css, diagnose_area_covered",4,0.793939393939394
"fragments_rawcos, fragments_coverage, diagnose_top_peaks",3,0.7936936936936937
"fragments_score, fragments_correlation, fragments_coverage, diagnose_final_cosine",4,0.7936117936117936
"fragments_correlation, fragments_css, fragments_coverage, diagnose_final_cosine",4,0.7934070434070434
"fragments_correlation, diagnose_final_cosine, diagnose_top_peaks",3,0.7933660933660933
"fragments_correlation, fragments_unexplained, diagnose_final_cosine, diagnose_top_peaks",4,0.7933660933660933
"fragments_score, fragments_correlation",2,0.7933251433251434
"fragments_score, fragments_correlation, fragments_unexplained",3,0.7933251433251434
"diagnose_raw_cosine, diagnose_isodec_css, diagnose_area_covered",3,0.793038493038493
"fragments_score, fragments_pc_missing_peaks, fragments_unexplained, diagnose_area_covered",4,0.792997542997543
"fragments_score, fragments_pc_missing_peaks, diagnose_area_covered",3,0.7929565929565929
"fragments_correlation, diagnose_top_peaks",2,0.7927927927927928
"fragments_correlation, fragments_unexplained, diagnose_top_peaks",3,0.7927927927927928
"fragments_pc_missing_peaks, fragments_css, diagnose_area_covered, diagnose_top_peaks",4,0.7927108927108927
"fragments_rawcos, fragments_coverage, fragments_unexplained, diagnose_top_peaks",4,0.7926289926289927
"fragments_score, fragments_pc_missing_peaks, fragments_coverage, diagnose_area_covered",4,0.7926289926289927
"fragments_score, fragments_coverage, diagnose_final_cosine, diagnose_area_covered",4,0.7925880425880426
"diagnose_raw_cosine, diagnose_area_covered",2,0.7924651924651924
fragments_score,1,0.7923423423423424
"fragments_score, fragments_unexplained",2,0.7923423423423424
"fragments_css, fragments_coverage, diagnose_top_peaks",3,0.7923423423423424
"fragments_correlation, fragments_coverage, fragments_unexplained, diagnose_final_cosine",4,0.7922604422604422
"fragments_score, fragments_pc_missing_peaks, fragments_coverage",3,0.792014742014742
"fragments_score, fragments_pc_missing_peaks",2,0.7919737919737919
"fragments_score, fragments_pc_missing_peaks, fragments_unexplained",3,0.7919737919737919
"fragments_rawcos, fragments_pc_missing_peaks, fragments_unexplained, diagnose_top_peaks",4,0.7919737919737919
"fragments_score, fragments_pc_missing_peaks, fragments_coverage, fragments_unexplained",4,0.7919737919737919
"fragments_rawcos, diagnose_raw_cosine, diagnose_isodec_css",3,0.7918918918918919
"fragments_rawcos, fragments_coverage, fragments_unexplained, diagnose_final_cosine",4,0.7916871416871417
"fragments_correlation, fragments_rawcos",2,0.7916461916461917
"fragments_score, fragments_correlation, diagnose_area_covered",3,0.7916461916461917
"fragments_score, fragments_correlation, fragments_css",3,0.7916461916461917
"fragments_score, fragments_correlation, fragments_css, fragments_unexplained",4,0.7916461916461917
"fragments_score, fragments_correlation, fragments_unexplained, diagnose_area_covered",4,0.7916461916461917
"fragments_score, fragments_coverage",2,0.7916052416052416
"fragments_correlation, fragments_css, diagnose_top_peaks",3,0.7916052416052416
"fragments_score, fragments_coverage, fragments_unexplained",3,0.7916052416052416
"fragments_correlation, fragments_css, fragments_unexplained, diagnose_top_peaks",4,0.7916052416052416
"fragments_rawcos, fragments_coverage, diagnose_final_cosine",3,0.7915233415233415
"fragments_unexplained, diagnose_raw_cosine, diagnose_area_covered",3,0.7914823914823915
"fragments_correlation, fragments_css, diagnose_final_cosine, diagnose_top_peaks",4,0.7913595413595413
"fragments_rawcos, fragments_pc_missing_peaks, fragments_css, diagnose_top_peaks",4,0.7913185913185913
"fragments_correlation, diagnose_area_covered, diagnose_top_peaks",3,0.7912776412776413
"fragments_correlation, fragments_unexplained, diagnose_area_covered, diagnose_top_peaks",4,0.7912776412776413
"fragments_rawcos, fragments_pc_missing_peaks, fragments_coverage, diagnose_top_peaks",4,0.7912776412776413
"fragments_rawcos, fragments_css, fragments_coverage, diagnose_top_peaks",4,0.7911957411957412
"fragments_pc_missing_peaks, fragments_css, fragments_coverage, diagnose_top_peaks",4,0.7911547911547911
"fragments_score, fragments_pc_missing_peaks, fragments_css, diagnose_area_covered",4,0.7911138411138411
"fragments_css, diagnose_raw_cosine, diagnose_isodec_css",3,0.791072891072891
"fragments_coverage, diagnose_final_cosine, diagnose_area_covered",3,0.7910319410319411
"fragments_coverage, fragments_unexplained, diagnose_final_cosine, diagnose_area_covered",4,0.7910319410319411
"fragments_css, diagnose_raw_cosine",2,0.790990990990991
"fragments_rawcos, fragments_pc_missing_peaks, diagnose_top_peaks",3,0.790990990990991
"fragments_unexplained, diagnose_raw_cosine",2,0.7906224406224406
"fragments_score, fragments_coverage, diagnose_final_cosine",3,0.7906224406224406
"fragments_score, fragments_coverage, fragments_unexplained, diagnose_final_cosine",4,0.7906224406224406
"fragments_correlation, diagnose_final_cosine, diagnose_area_covered, diagnose_top_peaks",4,0.7904995904995905
"fragments_score, fragments_pc_missing_peaks, fragments_css",3,0.7902948402948403
"fragments_score, fragments_pc_missing_peaks, fragments_css, fragments_coverage",4,0.7902538902538903
"fragments_score, fragments_pc_missing_peaks, fragments_css, fragments_unexplained",4,0.7902538902538903
"fragments_unexplained, diagnose_raw_cosine, diagnose_isodec_css",3,0.7898443898443899
"fragments_css, fragments_coverage, diagnose_final_cosine, diagnose_area_covered",4,0.7898034398034398
"fragments_score, fragments_correlation, diagnose_final_cosine",3,0.7897215397215397
"fragments_css, fragments_coverage, diagnose_area_covered, diagnose_top_peaks",4,0.7897215397215397
"fragments_score, fragments_correlation, fragments_unexplained, diagnose_final_cosine",4,0.7897215397215397
"fragments_css, diagnose_raw_cosine, diagnose_isodec_css, diagnose_area_covered",4,0.7896396396396397
"fragments_css, fragments_coverage, fragments_unexplained, diagnose_top_peaks",4,0.7894348894348895
"fragments_score, fragments_correlation, fragments_css, diagnose_area_covered",4,0.7894348894348895
"fragments_correlation, fragments_rawcos, fragments_unexplained",3,0.789066339066339
"fragments_unexplained, diagnose_raw_cosine, diagnose_isodec_css, diagnose_area_covered",4,0.789066339066339
"diagnose_isodec_css, diagnose_final_cosine, diagnose_top_peaks",3,0.788943488943489
"fragments_unexplained, diagnose_isodec_css, diagnose_final_cosine, diagnose_top_peaks",4,0.7888615888615889
"fragments_rawcos, diagnose_raw_cosine",2,0.7887387387387388
"fragments_rawcos, fragments_css, fragments_coverage, diagnose_final_cosine",4,0.7887387387387388
"fragments_score, fragments_unexplained, diagnose_final_cosine",3,0.7886568386568387
"fragments_score, diagnose_final_cosine",2,0.7886158886158886
"fragments_rawcos, fragments_css, diagnose_raw_cosine, diagnose_isodec_css",4,0.7886158886158886
"fragments_score, fragments_css, fragments_coverage, diagnose_final_cosine",4,0.7886158886158886
"fragments_score, fragments_correlation, fragments_css, diagnose_final_cosine",4,0.7885954135954136
"fragments_css, diagnose_raw_cosine, diagnose_area_covered",3,0.7884930384930385
"fragments_correlation, fragments_rawcos, fragments_css",3,0.7882882882882883
"fragments_rawcos, diagnose_raw_cosine, diagnose_isodec_css, diagnose_area_covered",4,0.7882882882882883
"fragments_pc_missing_peaks, fragments_css, diagnose_top_peaks",3,0.7882063882063882
"fragments_score, diagnose_area_covered",2,0.7880425880425881
"fragments_score, fragments_unexplained, diagnose_area_covered",3,0.7880425880425881
"fragments_score, fragments_correlation, diagnose_final_cosine, diagnose_area_covered",4,0.7880425880425881
"fragments_correlation, fragments_css, diagnose_area_covered, diagnose_top_peaks",4,0.7877559377559378
"fragments_css, fragments_unexplained, diagnose_raw_cosine",3,0.7876740376740377
"fragments_score, diagnose_final_cosine, diagnose_area_covered",3,0.7876330876330876
"fragments_score, fragments_unexplained, diagnose_final_cosine, diagnose_area_covered",4,0.7876330876330876
"fragments_pc_missing_peaks, fragments_css, fragments_unexplained, diagnose_top_peaks",4,0.7875921375921376
"fragments_coverage, fragments_unexplained, diagnose_area_covered, diagnose_top_peaks",4,0.7874283374283374
"fragments_coverage, diagnose_area_covered, diagnose_top_peaks",3,0.7873464373464374
"fragments_rawcos, diagnose_isodec_css, diagnose_final_cosine, diagnose_top_peaks",4,0.7873054873054873
"diagnose_isodec_css, diagnose_final_cosine, diagnose_area_covered, diagnose_top_peaks",4,0.7871826371826371
"fragments_css, fragments_unexplained, diagnose_raw_cosine, diagnose_area_covered",4,0.7871007371007371
"fragments_score, fragments_css, diagnose_final_cosine",3,0.787039312039312
"fragments_score, fragments_css, fragments_unexplained, diagnose_final_cosine",4,0.787039312039312
"fragments_css, fragments_unexplained, diagnose_raw_cosine, diagnose_isodec_css",4,0.7867321867321867
"fragments_score, fragments_css",2,0.7865274365274365
"fragments_score, fragments_css, fragments_unexplained",3,0.7865274365274365
"fragments_score, fragments_coverage, diagnose_area_covered",3,0.7864455364455365
"fragments_score, fragments_coverage, fragments_unexplained, diagnose_area_covered",4,0.7864455364455365
"fragments_score, fragments_css, diagnose_final_cosine, diagnose_area_covered",4,0.7864045864045864
"fragments_css, diagnose_isodec_css, diagnose_final_cosine, diagnose_top_peaks",4,0.7863226863226863
"fragments_rawcos, fragments_unexplained, diagnose_raw_cosine, diagnose_isodec_css",4,0.7863226863226863
"fragments_rawcos, fragments_coverage, diagnose_area_covered",3,0.7861998361998362
"fragments_score, fragments_css, fragments_coverage",3,0.7861998361998362
