model_name,feature_count,features,scan_cv_auc,scan_cv_precision_at_0_5,scan_cv_recall_at_0_5,scan_cv_f1_at_0_5,scan_cv_best_threshold,scan_cv_precision_best_f1,scan_cv_recall_best_f1,scan_cv_f1_best,family_cv_auc,family_cv_precision_at_0_5,family_cv_recall_at_0_5,family_cv_f1_at_0_5,family_cv_best_threshold,family_cv_precision_best_f1,family_cv_recall_best_f1,family_cv_f1_best
random_forest,12,"fragments_css, fragments_rawcos, fragments_fit_score, fragments_correlation, fragments_pc_missing_peaks, fragments_match_count, fragments_abs_anchor_ppm, diagnose_isodec_css, diagnose_raw_cosine, diagnose_matched_peaks, diagnose_area_covered, diagnose_top_peaks",0.8273382391029449,0.8186813186813187,0.8490028490028491,0.8335664335664336,0.34986,0.7699530516431925,0.9344729344729344,0.8442728442728442,0.7082285905815318,0.7710144927536232,0.7578347578347578,0.764367816091954,0.346027,0.730593607305936,0.9116809116809117,0.8111533586818758
logistic_regression,12,"fragments_css, fragments_rawcos, fragments_fit_score, fragments_correlation, fragments_pc_missing_peaks, fragments_match_count, fragments_abs_anchor_ppm, diagnose_isodec_css, diagnose_raw_cosine, diagnose_matched_peaks, diagnose_area_covered, diagnose_top_peaks",0.8003565062388591,0.8415841584158416,0.7264957264957265,0.7798165137614679,0.401379,0.8156424581005587,0.8319088319088319,0.8236953455571226,0.6989959931136402,0.7793594306049823,0.6239316239316239,0.6930379746835443,0.211726,0.70509977827051,0.905982905982906,0.7930174563591023
