frag_id,charge,H2O,NH3,CO,CO2,2H2O,2NH3,variant_type,variant_suffix,variant_pass_count,%H,%2H,css,rawcos,theory_mz,theory_int,obs_mz,ppm,obs_int,within,obs_idx
y34-ThiylRadical-NH3,2,0,1,0,0,0,0,cys-specific,-ThiylRadical,1,0.0,0.0,0.996675743560044,0.9965351249332678,1770.8579774581485,242.8506247316909,1770.8561333481628,-1.0413652643196285,225.3,True,19104
y34-ThiylRadical-NH3,2,0,1,0,0,0,0,cys-specific,-ThiylRadical,1,0.0,0.0,0.996675743560044,0.9965351249332678,1771.3596274581485,461.9504583646211,1771.3622052085525,1.4552383175529406,450.7,True,19112
y34-ThiylRadical-NH3,2,0,1,0,0,0,0,cys-specific,-ThiylRadical,1,0.0,0.0,0.996675743560044,0.9965351249332678,1771.8612774581484,472.5,1771.8612774581484,0.0,472.5,True,19122
y34-ThiylRadical-NH3,2,0,1,0,0,0,0,cys-specific,-ThiylRadical,1,0.0,0.0,0.996675743560044,0.9965351249332678,1772.3629274581485,341.54334665007366,1772.3605496966238,-1.3415771047089018,348.5,True,19132
y34-ThiylRadical-NH3,2,0,1,0,0,0,0,cys-specific,-ThiylRadical,1,0.0,0.0,0.996675743560044,0.9965351249332678,1772.8645774581485,194.2889530914309,1772.8676215014127,1.7170196206514368,130.4,True,19142
y34-ThiylRadical-NH3,2,0,1,0,0,0,0,cys-specific,-ThiylRadical,1,0.0,0.0,0.996675743560044,0.9965351249332678,1773.3662274581484,92.0762068690133,1773.3597941346545,-3.6277467080711365,79.93,True,19149
y34-ThiylRadical-NH3,2,0,1,0,0,0,0,cys-specific,-ThiylRadical,1,0.0,0.0,0.996675743560044,0.9965351249332678,1773.8678774581485,37.65044436380742,1773.850066873538,-10.040536184711224,45.21,True,19157
y34-ThiylRadical-NH3,2,0,1,0,0,0,0,cys-specific,-ThiylRadical,1,0.0,0.0,0.996675743560044,0.9965351249332678,1774.3695274581485,13.602305468650954,1774.418835247752,27.788906899315794,13.34,False,19164
c7-OxidizedLoop,1,0,0,0,0,0,0,ss-specific,-OxidizedLoop,1,0.0,0.0,0.9963543251055943,0.9966499447534046,737.3087027004689,4114.0,737.3087027004689,0.0,4114.0,True,1756
c7-OxidizedLoop,1,0,0,0,0,0,0,ss-specific,-OxidizedLoop,1,0.0,0.0,0.9963543251055943,0.9966499447534046,738.3120027004688,1485.154,738.312046910536,0.05987992470531498,1626.0,True,1773
c7-OxidizedLoop,1,0,0,0,0,0,0,ss-specific,-OxidizedLoop,1,0.0,0.0,0.9963543251055943,0.9966499447534046,739.3153027004688,705.1182072000012,739.3099914208477,-7.184052056926548,384.9,True,1785
c7-OxidizedLoop,1,0,0,0,0,0,0,ss-specific,-OxidizedLoop,1,0.0,0.0,0.9963543251055943,0.9966499447534046,740.3186027004689,187.19045275678127,740.3071359756402,-15.488905434549068,93.98,True,1796
c7-OxidizedLoop,1,0,0,0,0,0,0,ss-specific,-OxidizedLoop,1,0.0,0.0,0.9963543251055943,0.9966499447534046,741.3219027004689,45.55364227083411,741.3259793238935,5.499127180554185,14.83,True,1806
z-dot27,1,0,0,0,0,0,0,nonmodified,,1,0.0,0.0,0.9937121855713675,0.9937956562731587,2866.4519580706205,99.7448979591838,2866.449014021796,-1.0270707019570995,90.65,True,35137
z-dot27,1,0,0,0,0,0,0,nonmodified,,1,0.0,0.0,0.9937121855713675,0.9937956562731587,2867.4552580706204,156.4,2867.4552580706204,0.0,156.4,True,35144
z-dot27,1,0,0,0,0,0,0,nonmodified,,1,0.0,0.0,0.9937121855713675,0.9937956562731587,2868.4585580706203,129.811037711097,2868.439903320424,-6.503405860172887,114.8,True,35153
z-dot27,1,0,0,0,0,0,0,nonmodified,,1,0.0,0.0,0.9937121855713675,0.9937956562731587,2869.4618580706206,75.36988911976869,2869.4107493375195,-17.811260657568205,71.16,True,35168
z-dot27,1,0,0,0,0,0,0,nonmodified,,1,0.0,0.0,0.9937121855713675,0.9937956562731587,2870.4651580706204,34.220728243414406,2870.4406920686033,-8.523357947166861,18.02,True,35178
z-dot27,1,0,0,0,0,0,0,nonmodified,,1,0.0,0.0,0.9937121855713675,0.9937956562731587,2871.4684580706203,12.89769252537824,2871.4187376853724,-17.31531652666861,6.087,True,35182
z-dot27,1,0,0,0,0,0,0,nonmodified,,1,0.0,0.0,0.9937121855713675,0.9937956562731587,2872.4717580706206,4.187226115230443,2872.4681793322384,-1.2458741751411813,1.339,True,35188
c9-OxidizedLoop,1,0,0,0,0,0,0,ss-specific,-OxidizedLoop,1,0.0,0.0,0.9934608783674028,0.9942443223512166,909.3937340875517,2289.0,909.3937340875517,0.0,2289.0,True,2591
c9-OxidizedLoop,1,0,0,0,0,0,0,ss-specific,-OxidizedLoop,1,0.0,0.0,0.9934608783674028,0.9942443223512166,910.3970340875517,1026.3876,910.3958783643399,-1.2694716354910718,914.1,True,2607
c9-OxidizedLoop,1,0,0,0,0,0,0,ss-specific,-OxidizedLoop,1,0.0,0.0,0.9934608783674028,0.9942443223512166,911.4003340875516,486.01882633500094,911.3955227801301,-5.279027493798433,248.1,True,2616
c9-OxidizedLoop,1,0,0,0,0,0,0,ss-specific,-OxidizedLoop,1,0.0,0.0,0.9934608783674028,0.9942443223512166,912.4036340875517,147.56209627356841,912.3965671180792,-7.74544204829145,48.71,True,2633
c9-OxidizedLoop,1,0,0,0,0,0,0,ss-specific,-OxidizedLoop,1,0.0,0.0,0.9934608783674028,0.9942443223512166,913.4069340875517,38.699499221406725,913.4140105441736,7.7473208904263835,11.19,True,2642
