spec,label,formula,mono_mass,avg_mass,ion_type,frag_name,frag_len,z,loss_formula,loss_count,h_transfer,variant_type,variant_suffix,variant_pass_count,ok,reason,raw_cosine_preanchor,anchor_theory_mz,anchor_obs_mz,anchor_ppm,anchor_within_ppm,obs_idx,obs_int,obs_rel_int,isodec_css,isodec_accepted,isodec_local_centroids_n,isodec_matched_peaks_n,isodec_minpeaks_effective,isodec_areacovered,isodec_topthree,match_tol_ppm,min_obs_rel_int,rel_intensity_cutoff,mz_min,mz_max
c25^1+,c25-OxidizedLoop^1+,"Composition({'H': 215, 'C': 125, 'O': 30, 'N': 35})",2686.63741064985,2688.266009410479,c,c25-OxidizedLoop,25,1,,0,0,ss-specific,-OxidizedLoop,1,True,ok,0.8651017559780476,2688.647987,2688.5913,-21.083831083084604,True,34303,23.4,6.870229007633587e-06,0.7505834011377817,True,34,5,3,0.12125975156859171,False,30.0,0.0,0.01,,
